全部频道,#genre#
龙岩公共,http://live.lytv.net.cn/ggpd/sd/live.m3u8
晋江电视,http://stream.jinjiang.tv/1/sd/live.m3u8

其它地方,#genre#
陕西·西部电影,http://39.134.19.135/PLTV/88888888/224/3221225993/1.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226364/1.m3u8
陕西·西安综合,http://stream2.xiancity.cn/xatv1/sd/live.m3u8
陕西·西安都市,http://stream2.xiancity.cn/xatv2/sd/live.m3u8
陕西·西安影视,http://stream2.xiancity.cn/xatv4/sd/live.m3u8
陕西·丝路频道,http://stream2.xiancity.cn/xatv5/sd/live.m3u8
内蒙古蒙语,http://live9.m2oplus.nmtv.cn/nmgmgyws/playlist.m3u8
内蒙古农牧,http://live11.m2oplus.nmtv.cn/nmpd/playlist.m3u8
湖南·湖南电视剧,http://111.40.196.9/PLTV/88888888/224/3221225662/index.m3u8#http://124.232.233.15:6610/000000001001/201500000155/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
湖南·湖南都市,http://111.40.196.9/PLTV/88888888/224/3221225656/index.m3u8#http://124.232.233.15:6610/000000001001/201600020003/1400.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
湖南·湖南电影,http://124.232.233.15:6610/000000001001/201600020005/1400.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2#http://111.40.196.30/PLTV/88888888/224/3221225660/index.m3u8#http://124.232.233.15:6610/000000001001/201500000237/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
湖南·快乐垂钓,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226805/index.m3u8#http://124.232.233.15:6610/000000001001/201500000245/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
湖南·金鹰纪实,http://39.135.140.227:6610/PLTV/88888888/224/3221225595/2/index.m3u8?fmt=ts2hls#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226351/1.m3u8
四川影视,http://scgctvshow.sctv.com/hdlive/sctv5/1.m3u8
四川新闻,http://scgctvshow.sctv.com/hdlive/sctv4/1.m3u8
四川文化,http://scgctvshow.sctv.com/hdlive/sctv3/1.m3u8
河南电视剧,http://219.150.217.41:6610/PLTV1/660/default.m3u8?ztecid=660
河南都市,http://219.150.217.41:6610/PLTV1/600/index.m3u8?icpid=dxrm1
河南民生,http://219.150.217.41:6610/PLTV1/620/default.m3u8?ztecid=620
河南公共,http://219.150.217.41:6610/PLTV1/620/default.m3u8?ztecid=760
河南乡村,http://219.150.217.41:6610/PLTV1/620/default.m3u8?ztecid=780
河北影视,http://live6.plus.hebtv.com/hbysx/hd/live.m3u8#https://jwplay.hebyun.com.cn:443/live/hbystv/1500k/tzwj_video.m3u8
河北都市,https://jwplay.hebyun.com.cn:443/live/hbdstv/1500k/tzwj_video.m3u8
河北生活,http://live2.plus.hebtv.com/jjshx/hd/live.m3u8
河北公共,http://live7.plus.hebtv.com/hbggx/hd/live.m3u8#https://jwplay.hebyun.com.cn:443/live/hbggtv/1500k/tzwj_video.m3u8
河北农民,https://jwplay.hebyun.com.cn:443/live/hbnmtv/1500k/tzwj_video.m3u8
甘肃都市,http://39.134.39.37/PLTV/88888888/224/3221226248/index.m3u8
甘肃文化,http://39.134.39.37/PLTV/88888888/224/3221226287/index.m3u8
辽宁公共,http://39.135.129.166/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226766/index.m3u8
辽宁经济,http://39.135.129.164/PLTV/88888888/224/3221226504/1.m3u8
浙江钱江,http://hw-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8
浙江休闲,http://hw-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8
浙江经济,http://hw-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
杭州综合,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229307/index.m3u8#http://117.148.179.132/PLTV/88888888/224/3221229307/index.m3u8
杭州明珠,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229310/index.m3u8
杭州影视,http://117.148.179.132/PLTV/88888888/224/3221229377/index.m3u8
杭州生活,http://117.148.179.134/PLTV/88888888/224/3221229313/index.m3u8
新疆影视,http://202.107.188.218:5002/xj6_hdcq-1.m3u8?token=guoziyun
新疆生活,http://202.107.188.219:5002/xj7_hdcq-1.m3u8?token=guoziyun
南京综合,http://223.110.243.241/PLTV/4/224/3221227213/index.m3u8
山东齐鲁,https://livealone302.iqilu.com/iqilu/qlpd.m3u8
山东生活,https://livealone302.iqilu.com/iqilu/shpd.m3u8
山东体育,https://livealone302.iqilu.com/iqilu/typd.m3u8
山东农科,https://livealone302.iqilu.com/iqilu/nkpd.m3u8
威海海洋,http://jsylivealone302.iqilu.com/live/weihai_tv03/index.m3u8
山西影视,http://liveflash.sxrtv.com:80/live/sxfilm.m3u8#http://liveflash.sxrtv.com:80/live/sxfilm.flv
山西经济,http://liveflash.sxrtv.com:80/live/sxfinance.m3u8
山西公共,http://liveflash.sxrtv.com:80/live/sxpublic.flv
山西社会,http://liveflash.sxrtv.com:80/live/sxedu.m3u8
朔州一台,http://stream.sxsztv.com/live1/sd/live.m3u8
朔州二台,http://stream.sxsztv.com/live2/sd/live.m3u8

世界频道,#genre#
红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_6660.m3u8#http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8
澎博财经,https://liveprodeuwest.akamaized.net:443/eu1/Channel-EUTVqvs-AWS-ireland-1/Source-EUTVqvs-1000-1_live.m3u8
半岛新闻,https://live-hls-web-aje.getaj.net/AJE/02.m3u8#https://live-hls-aje-ak.getaj.net/AJE/01.m3u8
日奔新闻,https://n24-cdn-live.ntv.co.jp:443/ch01/high.m3u8
CNA·亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8#https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
NHK·国际频道,http://nhkw-zh-hlscomp.akamaized.net/8thz5iufork8wjip/playlist.m3u8#https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index_4M.m3u8
ABC·新闻频道,http://cms-wowza.lunabyte.io/wbrz-live-1/_definst_/smil:wbrz-live.smil/chunklist_b1300000.m3u8
MTV·音乐频道,http://%70%6c%75%74%6f%2d%6c%69%76%65%2e%70%6c%75%74%6f%74%76%2e%6e%65%74/%65%67%72%65%73%73/%63%68%61%6e%64%6c%65%72/%70%6c%75%74%6f%30%31/%6c%69%76%65/%56%49%41%43%42%53%30%32/%6d%61%73%74%65%72%5f%32%34%30%30%2e%6d%33%75%38
MBC·韩剧频道,http://vod.mpmbc.co.kr:1935/live/encoder-tv/playlist.m3u8
KBS ·国际频道,https://kbsworld-ott.akamaized.net:443/hls/live/2002341/kbsworld/01.m3u8#https://livecdn.fptplay.net:443/sdb/kbs_hls.smil/playlist.m3u8
亚美卫视,https://dcunilive30-lh.akamaihd.net/i/dclive_1@535522/master.m3u8
法国时尚,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8
高清时尚,http://95.67.47.115/hls/hdfashion_ua_hi/index.m3u8
高尔夫台,http://162.250.201.58:6211/pk/ONEGOLF/index.m3u8
今日俄罗斯,https://rt-usa.gcdn.co:443/live/rtusa/playlist_4500Kb.m3u8
朝鲜中央台,http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8
阿里郎电视,http://amdlive-ch01.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
法国国际台,http://v3plusinfo247hls-i.akamaihd.net:80/hls/live/218877-b/v3plusinfo247hls/v3plusinfo247hls_1_1.m3u8
法国24新闻,http://f24hls-i.akamaihd.net:80/hls/live/221147/F24_EN_HI_HLS/01.m3u8
大视界TV直播,https://ffsup.oduuu.com/uploads%2F724%2F2021%2F12%2F0w4r9uTU_%E5%A4%9C%E5%BA%97_%E6%BD%AE%E6%B5%81%E5%A4%9C%E5%BA%97%E6%B4%BE%E5%AF%B9.mp4

·港台杂类·_232,#genre#
凤凰卫视·中文台,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226547/1.m3u8
凤凰卫视·资讯台,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226546/1.m3u8#http://ott.js.chinamobile.com/TVOD/3/224/3221228098/index.m3u8
凤凰卫视·香港台,http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8#http://%67%78%66%72%67%30%30%37%2e%38%38%30%30%2e%6f%72%67:%38%32%38%32/%74%73%66%69%6c%65/%6c%69%76%65/%31%30%36%35%5f%31%2e%6d%33%75%38#http://223.110.236.2/ott.js.chinamobile.com/PLTV/3/224/3221228060/index.m3u8
凤凰卫视·电影台,http://%6c%69%76%65%2e%73%63%75%65%63%2e%65%64%75%2e%63%6e:%38%30%38%30/%68%6c%73/%66%68%64%79%2e%6d%33%75%38
大爱一台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱二台,https://pulltv1.wanfudaluye.com/live/tv2.m3u8
天映经典,http://%69%70%74%76%2e%74%76%66%69%78%2e%6f%72%67/%68%6c%73/%74%79%6a%64%32%2e%6d%33%75%38#http://gxfrg007.8800.org:8282/tsfile/live/1053_1.m3u8
C+·影视,http://gslbmeiah.cdn.hk.chinamobile.com/livehls/MOB-U1-NO/01.m3u8
TVB·翡翠台,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH3/3#http://iptv.tvfix.org/hls/jade.m3u8
TVB·明珠台,http://%6b%6b%6d%69%78%31%2e%66%33%33%32%32%2e%6e%65%74:%38%32%35/%68%6c%73/%63%68%31/%73%2e%6d%33%75%38#http://iptv.tvfix.org/hls/pearl.m3u8#rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH5/5#http://astream.apk1088.com:18888/channel.php?id=1351_4500&/PLTV/hls.smil.m3u8
TVB·新闻台,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH14/14#http://iptv.tvfix.org/hls/inews.m3u8
TVB·财经台,http://%6b%6b%6d%69%78%31%2e%66%33%33%32%32%2e%6e%65%74:%38%32%35/%68%6c%73/%63%68%32/%73%2e%6d%33%75%38#rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH15/15#http://iptv.tvfix.org/hls/finance.m3u8
TVB·星河台,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH10/10#http://%69%70%74%76%2e%74%76%66%69%78%2e%6f%72%67/%68%6c%73/%74%76%62%78%68%32%2e%6d%33%75%38#http://gxfrg007.8800.org:8282/tsfile/live/1062_1.m3u8
TVB·功夫台,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH8/8#http://iptv.tvfix.org/hls/tvbkf.m3u8
TVB·J2台,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH4/4#http://%35%30%2e%37%2e%37%34%2e%32%39:%38%30%38%30/%68%6c%73/%70%68%30%30%34%35%36/%69%6e%64%65%78%2e%6d%33%75%38#http://iptv.tvfix.org/hls/j2.m3u8
HBO·综合,http://50.7.61.148:30080/Entry/hbo#http://%35%30%2e%37%2e%36%31%2e%31%34%38:%33%30%30%38%30/%45%6e%74%72%79/%68%62%6f#rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH77/77#http://211.23.114.106:8511/http/116.50.42.19:8081/hls/71/813/ch41.m3u8
FOX·新闻,https://fox-foxnewsnow-samsungus.amagi.tv/playlist720p.m3u8
NHK·综合,https://nhk1.mov3.co/hls/nhk.m3u8
TBS ·综合,https://tbs.mov3.co/hls/tbs.m3u8
V I U·综合,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH16/16#http://%6b%6b%6d%69%78%31%2e%66%33%33%32%32%2e%6e%65%74:%37%36%32/%68%6c%73/%63%68%31/%73%2e%6d%33%75%38#http://iptv.tvfix.org/hls/viutv.m3u8
中视,rtmp://59.124.75.157:1935/sat/tv091#http://211.23.114.106:8502/http/61.221.81.94:8088/hls/72/814/ch47.m3u8#http://50.7.61.148:30080/Entry/ctv#rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH118/118
华视,rtmp://59.124.75.157:1935/sat/tv111#http://50.7.61.147:30080/Entry/cts#http://211.23.114.106:8503/http/61.221.81.94:8088/hls/72/814/ch48.m3u8
台视,rtmp://59.124.75.157:1935/sat/tv071#http://211.23.114.106:8502/http/61.221.81.94:8088/hls/72/814/ch46.m3u8#http://50.7.61.148:30080/Entry/ttv#rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH117/117
民视,http://50.7.61.147:30080/Entry/ftv#rtmp://59.124.75.157:1935/sat/tv051#http://211.23.114.106:8504/http/61.221.81.94:8088/hls/73/815/ch49.m3u8#http://live.hodtv.tv/gttv.php?id=13669&cid=13822
公视,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH122/122
中天综合,http://live.hodtv.tv/gttv.php?id=14187&cid=14347#rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH115/115
中天娱乐,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH114/114
中天新闻,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH28/28#http://211.23.114.106:8541/hls/78/80/ch63max.m3u8#http://iptv.tvfix.org/hls/ztxw.m3u8
中视新闻,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH25/25
莲花卫视,http://nettvpro.live/hls/lotustv.php
TVBS·综合台,http://live.hodtv.tv/gttv.php?id=15131&cid=15294#rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH33/33#http://211.23.114.106:8545/http/116.50.42.19:8081/hls/64/806/ch15.m3u8
TVBS·新闻台,rtmp://59.124.75.157:1935/sat/tv551#rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH32/32#http://iptv.tvfix.org/hls/tvbsnews.m3u8
TVBS·欢乐台,rtmp://59.124.75.157:1935/sat/tv421#rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH145/145#http://211.23.114.106:8532/http/60.251.39.91:8081/hls/65/807/ch17.m3u8
环宇新闻,http://fuck.ke22.aihost69.top:80/play/63.m3u8#rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH27/27#http://58.99.33.16:1935/liveedge17/live_163_3.stream/chunklist.m3u8#http://live.hodtv.tv/gttv.php?id=14170&cid=14330
有线新闻,https://p2.weizan.cn:443/1646497941/276681756708868241/live.m3u8#rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH146/146
有线18台,rtmp://59.124.75.157:1935/sat/hk041
日奔富士,https://fujitv1.mov3.co/hls/fujitv.m3u8
好消息综合台,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch1-2.m3u8
纬来育乐,rtmp://59.124.75.157:1935/sat/tv701
纬来体育,rtmp://59.124.75.157:1935/sat/tv721
纬来日本,rtmp://59.124.75.157:1935/sat/tv771#http://211.23.114.106:8537/http/60.251.39.91:8081/hls/69/811/ch34.m3u8
纬来电影,http://211.23.114.106:8555/http/116.50.42.19:8081/hls/69/811/ch35.m3u8#http://50.7.61.148:30080/Entry/vlmovie
华丽翡翠台,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH6/6#http://iptv.tvfix.org/hls/jadenhk.m3u8
广东翡翠台,http://%31%30%33%2e%34%35%2e%32%35%30%2e%36%34:%38%30/%67%75%64%6f%75%35%2e%70%68%70?%69%64=%31%33%35%30%5f%31%35%30%30#http://astream.apk1088.com:18888/channel.php?id=1350_4500&/PLTV/hls.smil.m3u8
原住民族,http://streamipcf.akamaized.net/live/_definst_/live_720/chunklist_b1500.m3u8
探索频道,http://%6c%69%76%65%2e%73%63%75%65%63%2e%65%64%75%2e%63%6e:%38%30%38%30/%68%6c%73/%64%69%73%63%6f%76%65%72%79%2e%6d%33%75%38#http://%69%70%74%76%2e%74%76%66%69%78%2e%6f%72%67/%68%6c%73/%64%69%73%63%6f%76%65%72%79%2e%6d%33%75%38
国家地理,http://%6c%69%76%65%2e%73%63%75%65%63%2e%65%64%75%2e%63%6e:%38%30%38%30/%68%6c%73/%6e%61%74%6c%67%65%6f%2e%6d%33%75%38#http://%69%70%74%76%2e%74%76%66%69%78%2e%6f%72%67/%68%6c%73/%6e%61%74%6c%67%65%6f%2e%6d%33%75%38#http://211.23.114.106:8509/http/61.221.81.94:8088/hls/61/803/ch01.m3u8#rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH100/100
动物星球,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH102/102#http://iptv.tvfix.org/hls/animal.m3u8#http://211.23.114.106:8512/http/61.221.81.94:8088/hls/70/812/ch37.m3u8
美食星球,p8p://fccs.123178.top:9906/604945ed00053a5b144c099a65029d36.ts
亚洲旅游,http://50.7.61.147:30080/Entry/asiatravel#http://58.99.33.16:1935/liveedge17/live_172_3.stream/chunklist.m3u8#rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH108/108#http://live.hodtv.tv/gttv.php?id=11462&cid=11462
俄罗斯一台,https://a3569458063-s26881.cdn.ngenix.net/hls2/russia_hd/playlist_4.m3u8
东森财经,rtmp://59.124.75.157/sat/tv571
东森超视,rtmp://59.124.75.157/sat/tv331#rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH133/133#http://211.23.114.106:8525/http/60.251.39.91:8081/hls/64/806/ch14.m3u8
东森电影,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH83/83#p8p://fccs.123178.top:9906/61494e4c000044800d72b6d5c1b77f5c
美亚电影台,http://iptv.tvfix.org/hls/mydy.m3u8#rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH89/89
卫视电影台,http://211.23.114.106:8553/http/116.50.42.19:8081/hls/62/804/ch07.m3u8#http://%35%30%2e%37%2e%36%31%2e%31%34%39:%33%30%30%38%30/%45%6e%74%72%79/%73%74%61%72%6d%6f%76%69%65
卫视中文台,http://%35%30%2e%37%2e%36%31%2e%31%34%38:%33%30%30%38%30/%45%6e%74%72%79/%73%74%61%72%63%68%69%6e%65%73%65#http://211.23.114.106:8514/http/60.251.39.91:8081/hls/62/804/ch05.m3u8#rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH88/88
索尼动漫,http://211.23.114.106:8516/http/61.221.81.94:8088/hls/70/812/ch39.m3u8#http://iptv.tvfix.org/hls/animax.m3u8
惊悚频道,http://iptv.tvfix.org/hls/thrill.m3u8
陌陌综合,rtmp://59.124.75.138/sat/tv761#http://58.99.33.16:1935/liveedge17/live_075_3.stream/chunklist.m3u8
非凡新闻,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH37/37#http://50.7.61.147:30080/Entry/ubn#http://live.hodtv.tv/gttv.php?id=11327&cid=11345
龙华戏剧,http://live.hodtv.tv/gttv.php?id=11461&cid=11465#http://211.23.114.106:8534/http/59.120.8.187:8066/hls/210/10010/cstv10.m3u8
龙华电影,http://live.hodtv.tv/gttv.php?id=13187&cid=13339#http://211.23.114.106:8556/http/116.50.42.19:8066/hls/210/10014/cstv14.m3u8
龙翔电影,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH87/87#p8p://fccs.123178.top:9906/6045bb31000469b906761b04cfa6bdb1.ts
三立台湾,https://setlive-lh.akamaihd.net/i/settaiwan_1@301196/index_1080_av-b.m3u8?sd=10&rebase=on#http://50.7.61.148:30080/Entry/settw-#http://211.23.114.106:8521/http/60.251.39.91:8081/hls/65/807/ch20.m3u8
三立都会,https://setlive-lh.akamaihd.net/i/setmetro_1@132201/index_1080_av-b.m3u8?sd=10&rebase=on#http://211.23.114.106:8522/http/60.251.39.91:8081/hls/65/807/ch19.m3u8#rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH130/130
靖洋戏剧台,p8p://fccs.123178.top:9906/60441bcb000e6baf001f77240fd6acd8.ts
靖天电影台,p8p://fccs.123178.top:9906/6045b9cc00094ab70670a9bc88048a82.ts
星空国际,http://211.23.114.106:8561/http/116.50.42.19:8081/hls/61/803/ch02.m3u8
星空电影,http://211.23.114.106:8560/http/116.50.42.19:8081/hls/62/804/ch08.m3u8
博斯网球,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH75/75
爱尔达体育一,rtmp://59.124.75.157/sat/md011#http://50.7.61.148:30080/Entry/eltasport1#rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH68/68
爱尔达体育二,http://50.7.61.148:30080/Entry/eltasport2
ELEVEN1,rtmp://59.124.75.157/sat/tv731
ELEVEN2,rtmp://59.124.75.157/sat/tv741

·来唱歌吧·_232,#genre#
孙露·光辉岁月·PO,https://ffsup.oduuu.com/uploads%2F724%2F2021%2F12%2FYWXkhEqJ_%E5%AD%99%E9%9C%B2_%E5%85%89%E8%BE%89%E5%B2%81%E6%9C%88.mp4
崔萍·南屏晚钟·PO,https://ffsup.oduuu.com/uploads%2F724%2F2021%2F12%2FLOUtF00L_%E5%B4%94%E8%90%8D%20-%20%E5%8D%97%E5%B1%8F%E6%99%9A%E9%92%9F%28%201080%20X%201920%20%29.mp4
王杰·冰冷长街·PO,https://ffsup.oduuu.com/uploads%2F724%2F2021%2F12%2FptCU2xsd_%E7%8E%8B%E6%9D%B0_%E5%86%B0%E5%86%B7%E9%95%BF%E8%A1%97.mp4
周璇·天涯歌女·PO,https://ffsup.oduuu.com/uploads%2F724%2F2021%2F12%2Fyiv1PzPy_%E5%91%A8%E7%92%87%20-%20%E5%A4%A9%E6%B6%AF%E6%AD%8C%E5%A5%B3.mp4
合唱·千千阙歌·PO,https://ffsup.oduuu.com/uploads%2F724%2F2021%2F12%2FoSjN0vBy_%E8%B6%8A%E5%8D%97%E8%AF%AD_%E5%8D%83%E5%8D%83%E9%98%99%E6%AD%8C.mp4
王杰·伤心1999·PO,https://ffsup.oduuu.com/uploads%2F724%2F2021%2F12%2FCLoOoaYF_%E7%8E%8B%E6%9D%B0%20-%20%E4%BC%A4%E5%BF%831999.mp4
从书·不变的情缘·PO,https://ffsup.oduuu.com/uploads%2F724%2F2021%2F12%2FTV0KNIxw_%E4%B8%9B%E4%B9%A6_%E4%B8%8D%E5%8F%98%E7%9A%84%E6%83%85%E7%BC%98.mp4
黄龄·走过咖啡屋·PO,https://ffsup.oduuu.com/uploads%2F724%2F2021%2F12%2Fp9gEHuXQ_%E9%BB%84%E9%BE%84_%E8%B5%B0%E8%BF%87%E5%92%96%E5%95%A1%E5%B1%8B.mp4
张依微·我不说你不知道·PO,https://ffsup.oduuu.com/uploads%2F724%2F2021%2F12%2FYXRRNG0g_%E5%BC%A0%E4%BE%9D%E5%BE%AE%20-%20%E6%88%91%E4%B8%8D%E8%AF%B4%E4%BD%A0%E4%B8%8D%E7%9F%A5%E9%81%93.mp4
刘广艺·几分伤心几分痴·PO,https://ffsup.oduuu.com/uploads%2F724%2F2021%2F12%2FdkkHc2SZ_%E5%88%98%E5%B9%BF%E8%89%BA%20-%20%20%E5%87%A0%E5%88%86%E4%BC%A4%E5%BF%83%E5%87%A0%E5%88%86%E7%97%B4%28%201080%20X%201920%20%29.mp4
小曼·别让我一个人醉·OP,https://ffsup.oduuu.com/uploads%2F724%2F2021%2F12%2F5QuaD2cN_%E5%B0%8F%E6%9B%BC_%E5%88%AB%E8%AE%A9%E6%88%91%E4%B8%80%E4%B8%AA%E4%BA%BA%E9%86%89.mp4
门丽·死心塌地去爱你·PO,https://ffsup.oduuu.com/uploads%2F724%2F2021%2F12%2FgZTzxJan_%E9%97%A8%E4%B8%BD_%E6%AD%BB%E5%BF%83%E5%A1%8C%E5%9C%B0%E5%8E%BB%E7%88%B1%E4%BD%A0.mp4
杨梓·被情伤过的女人·PO,https://ffsup.oduuu.com/uploads%2F724%2F2021%2F12%2FFOkAGpmQ_%E6%9D%A8%E6%A2%93_%E8%A2%AB%E6%83%85%E4%BC%A4%E8%BF%87%E7%9A%84%E5%A5%B3%E4%BA%BA.mp4
冷漠·看透爱情看透你·PO,https://ffsup.oduuu.com/uploads%2F724%2F2021%2F12%2FRSVSZ2lM_%E5%86%B7%E6%BC%A0%20-%20%E7%9C%8B%E9%80%8F%E7%88%B1%E6%83%85%E7%9C%8B%E9%80%8F%E4%BD%A0.mp4
王杰·忘了你忘了我·PO,https://ffsup.oduuu.com/uploads%2F724%2F2021%2F12%2F14LVZLak_%E7%8E%8B%E6%9D%B0_%E5%BF%98%E4%BA%86%E4%BD%A0%E5%BF%98%E4%BA%86%E6%88%91.mkv
陈瑞·一个人的时候好好爱自己·PO,https://ffsup.oduuu.com/uploads%2F724%2F2021%2F12%2FZHWy4LDr_%E9%99%88%E7%91%9E_%E4%B8%80%E4%B8%AA%E4%BA%BA%E7%9A%84%E6%97%B6%E5%80%99%E5%A5%BD%E5%A5%BD%E7%88%B1%E8%87%AA%E5%B7%B1.mp4
杭娇·忘了我的爱·PO,https://ffsup.oduuu.com/uploads%2F724%2F2021%2F12%2FVYzdQmb6_%E6%9D%AD%E5%A8%87_%E5%BF%98%E4%BA%86%E6%88%91%E7%9A%84%E7%88%B1.mp4
杭娇·离别两依依·PO,https://ffsup.oduuu.com/uploads%2F724%2F2021%2F12%2FNklJbBHU_%E6%9D%AD%E5%A8%87_%E7%A6%BB%E5%88%AB%E4%B8%A4%E4%BE%9D%E4%BE%9D.mp4
王杰·谁明浪子心·PO,https://ffsup.oduuu.com/uploads%2F724%2F2021%2F12%2FSE6hw2Xr_%E7%8E%8B%E6%9D%B0%20-%20%E8%B0%81%E6%98%8E%E6%B5%AA%E5%AD%90%E5%BF%83.mp4
王杰·故事的角色·PO,https://ffsup.oduuu.com/uploads%2F724%2F2021%2F12%2FoP1sHK6f_%E7%8E%8B%E6%9D%B0-%20%E6%95%85%E4%BA%8B%E7%9A%84%E8%A7%92%E8%89%B2%28%E7%B2%B5%29.mp4
王杰·不浪漫罪名·PO,https://ffsup.oduuu.com/uploads%2F724%2F2021%2F12%2FvI4NTJOl_%E7%8E%8B%E6%9D%B0%20-%20%E4%B8%8D%E6%B5%AA%E6%BC%AB%E7%BD%AA%E5%90%8D.mp4
